Time (mins),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH)
39.867,44.831,48.274,51.653,58.487,53.334,46.598,44.505,41.699,69.337,27.105,75.884,65.001,71.792,64.187,35.205,46.935,56.844,61.359,60.247,55.730,60.636,68.344,58.527,50.538,60.338,68.517,60.606,59.872,56.934,53.587,51.501,44.363,52.861,50.681,48.099,48.635,61.744,48.281,46.098,44.183,36.942,41.565,44.665,41.240,39.981,43.757,63.037,65.727,52.939,65.860,73.370,51.681,61.364,51.656,61.432,54.812,63.825,59.691,58.763,62.118,62.689,61.377,60.443,63.146,62.075,43.636,44.461,44.582,46.543,43.701,41.201,45.753,42.055,44.271,44.677,46.837,45.825,46.143,40.027,60.491,58.164,50.221,44.268,51.374,43.588,43.518,41.545,43.225,46.849,41.276,47.000,42.936,71.085,64.447,52.225,59.477,62.157,52.631,61.871,60.225,62.515,62.982,59.804,56.597,50.402,60.063,63.442,42.945,24.739,22.511,20.040,53.046,52.296,50.457,52.970,39.600
39.883,46.770,47.751,51.527,57.809,53.629,46.461,44.161,42.355,69.462,31.314,70.146,58.652,64.864,59.605,35.303,46.130,55.574,60.331,59.521,54.808,58.444,69.383,59.509,51.362,61.748,69.740,61.874,60.249,56.293,53.974,51.686,44.720,52.637,49.530,47.367,49.089,61.555,48.312,44.969,44.733,37.748,40.612,44.097,41.176,40.089,42.841,57.180,57.790,47.437,59.742,65.264,50.236,60.382,50.685,60.166,53.265,62.527,58.282,57.713,62.918,63.376,61.801,61.870,63.431,60.514,42.757,41.289,44.154,41.501,41.734,39.645,46.811,39.181,44.618,43.032,45.843,45.415,46.004,40.715,61.561,57.791,49.817,42.760,51.044,44.147,44.269,41.561,43.101,45.799,41.984,45.816,41.956,64.616,63.175,51.620,58.623,61.224,50.839,64.035,62.468,63.226,62.235,59.140,58.250,51.131,60.531,63.580,42.570,24.821,22.371,20.181,51.291,52.822,50.670,52.996,39.484
39.900,47.629,48.696,51.719,58.020,54.451,48.040,45.867,45.458,70.384,24.350,75.342,66.064,72.138,63.968,35.460,46.997,56.242,60.886,59.945,55.212,59.580,69.241,59.481,51.539,62.107,69.929,61.761,61.115,56.784,53.900,51.878,45.271,51.502,50.708,48.357,49.302,61.900,49.520,47.069,45.245,37.217,41.987,46.874,43.027,42.637,47.128,64.235,65.578,55.302,67.402,74.301,51.364,61.129,51.095,61.053,54.116,62.780,58.742,57.775,63.379,63.004,61.640,61.558,63.852,62.939,43.716,41.908,45.430,45.376,44.551,41.133,45.221,44.089,47.220,44.302,45.182,44.323,46.648,43.000,60.747,57.921,50.541,46.598,53.411,47.353,45.452,45.068,46.635,50.780,44.331,49.706,46.223,73.083,63.723,51.770,58.818,61.307,51.054,63.785,61.786,63.399,63.039,59.444,57.548,52.869,59.184,64.166,43.076,24.850,22.167,20.235,52.399,52.890,50.819,52.895,39.545
39.917,45.507,48.858,51.919,58.181,54.201,46.806,46.515,44.643,67.820,29.546,73.491,60.272,68.595,60.785,35.191,45.983,55.867,60.054,59.134,54.628,58.604,69.290,59.553,51.921,62.290,69.477,61.601,60.923,56.904,54.010,51.676,44.284,52.497,50.451,47.682,49.685,61.509,49.214,46.244,45.501,39.579,42.573,46.106,43.213,43.696,46.156,59.407,59.807,48.575,62.090,69.503,50.959,60.992,50.815,60.972,53.373,62.211,58.301,57.323,63.545,63.105,62.085,62.188,64.047,62.240,43.854,43.124,43.087,43.945,42.602,40.680,45.860,42.317,43.298,43.757,46.737,47.240,46.284,44.732,58.155,54.766,51.321,45.950,54.030,47.982,46.343,45.009,46.477,50.443,44.578,48.507,46.607,68.837,63.335,51.829,58.444,60.839,49.783,63.385,62.074,64.403,62.930,59.104,57.922,52.804,61.303,64.098,42.845,24.929,22.919,20.357,53.195,52.265,51.167,53.027,39.533
39.933,45.962,48.206,52.120,58.212,53.023,46.001,45.181,44.139,67.794,29.328,71.750,62.093,69.453,61.269,35.574,47.124,57.249,61.476,59.943,56.486,60.244,68.893,59.090,51.197,61.238,68.759,61.743,60.099,56.639,54.231,51.883,46.732,52.760,50.708,48.324,49.303,61.455,47.760,45.882,44.413,38.385,40.669,45.735,42.829,42.430,46.338,59.777,61.469,49.162,62.892,69.832,52.809,62.160,51.247,61.032,54.028,63.028,58.940,58.382,62.815,63.256,61.708,60.520,63.620,60.800,44.149,42.186,41.398,44.570,45.126,41.040,45.388,41.908,41.327,43.969,46.383,44.841,46.268,42.148,61.068,57.048,50.396,46.837,53.360,47.059,45.302,45.506,45.658,50.163,45.016,48.683,46.386,68.289,64.228,52.386,59.108,61.825,50.887,62.838,61.166,63.606,62.530,59.460,57.589,53.000,59.962,64.579,42.888,24.959,22.031,20.317,53.211,53.530,51.038,53.040,39.583
39.950,49.930,49.310,52.857,58.009,53.185,45.596,45.166,44.507,70.000,30.016,73.092,60.338,68.571,61.017,35.586,48.545,59.848,63.554,62.374,57.877,61.450,68.405,59.284,51.380,61.862,69.135,61.925,60.739,57.331,54.248,52.852,46.522,55.721,52.835,50.800,50.410,62.394,50.793,46.202,46.226,40.536,42.841,45.842,42.951,43.109,46.090,58.321,59.573,48.541,62.510,68.960,53.274,63.072,52.526,62.918,55.775,64.439,60.515,59.886,63.112,63.367,62.515,62.471,63.608,61.712,46.868,45.828,45.954,46.160,47.816,43.661,49.361,45.481,46.934,44.958,46.312,47.277,47.207,44.650,57.552,56.082,51.820,45.630,53.826,47.618,45.257,44.668,46.054,50.766,43.726,49.104,46.769,68.085,65.361,52.478,59.995,62.330,51.579,63.074,63.206,63.165,62.901,59.591,57.886,50.788,60.733,64.330,43.352,25.497,22.692,20.512,55.374,55.351,51.365,53.659,39.878
39.967,48.632,48.749,52.938,58.663,52.011,43.958,44.165,42.412,68.170,31.307,70.930,60.072,65.558,58.683,35.294,45.986,56.500,60.672,59.209,54.859,58.533,68.900,60.286,52.076,62.448,70.012,62.731,61.538,57.428,54.164,52.131,45.084,53.529,50.881,49.395,50.173,61.743,50.027,46.515,45.751,41.007,42.870,44.046,42.229,42.197,45.245,57.224,57.487,47.592,58.489,66.692,50.663,60.943,50.555,60.094,52.518,61.088,57.240,56.482,64.010,63.986,62.847,61.702,64.990,62.527,44.382,45.277,46.382,47.491,45.969,40.912,47.873,44.945,46.845,45.331,47.697,45.521,47.001,45.860,57.707,55.458,51.966,44.597,53.044,46.830,44.158,43.315,44.948,48.857,42.654,47.967,45.084,61.904,62.191,51.360,57.739,60.532,48.288,65.003,61.987,64.073,63.612,61.717,59.823,51.964,60.847,64.554,43.541,25.350,22.729,20.215,52.652,53.822,50.776,53.081,39.554
39.983,50.117,49.074,52.946,59.384,50.796,42.653,43.074,42.405,69.684,28.279,74.032,62.377,67.560,61.481,35.274,47.358,58.322,61.852,61.350,56.186,60.769,69.201,60.033,51.888,62.996,70.178,63.458,61.839,57.151,54.159,52.463,46.223,53.709,51.051,49.197,51.718,62.478,50.690,48.605,47.576,43.686,46.045,43.031,40.871,41.255,44.571,60.963,61.796,51.392,64.059,69.667,52.689,62.217,51.487,61.500,54.131,62.988,58.936,59.056,64.496,64.562,62.323,62.538,65.179,63.115,46.509,45.918,45.429,48.303,46.486,44.602,47.279,46.249,47.303,44.760,47.681,47.981,46.683,47.040,54.483,53.297,53.381,43.763,52.100,46.053,43.406,43.090,43.760,48.531,42.193,47.043,44.586,68.797,63.947,52.222,59.469,61.926,50.354,64.689,62.212,64.561,64.208,59.990,59.568,53.809,61.350,64.332,43.109,25.091,22.718,20.222,52.823,53.594,51.095,53.403,39.713
40.000,47.295,48.267,52.158,58.752,51.658,43.846,43.418,43.415,70.259,26.134,76.227,68.403,70.048,64.486,35.544,48.764,58.767,62.997,62.211,57.255,61.288,69.081,60.067,51.291,62.230,69.084,62.398,61.952,57.096,54.011,52.316,46.312,53.423,50.484,48.896,51.198,62.616,51.144,47.987,47.252,43.528,44.420,43.733,41.963,42.727,46.136,63.080,66.194,55.233,66.264,72.460,52.577,62.987,52.391,62.562,55.326,64.514,60.054,59.892,63.484,63.548,62.318,61.767,64.119,61.239,45.152,45.783,44.532,46.867,45.642,42.782,47.506,47.067,45.855,44.277,46.330,46.382,46.773,47.847,55.222,52.596,52.604,45.143,52.476,47.015,44.035,44.999,45.812,50.468,44.146,48.572,46.606,71.660,65.082,52.649,59.934,62.802,52.067,64.458,62.053,61.740,62.558,58.954,57.729,49.781,60.740,64.127,42.893,25.182,22.500,20.085,55.577,53.319,50.947,53.067,39.690
40.017,48.325,49.182,52.794,59.062,51.225,43.247,42.948,43.723,68.572,27.996,73.386,65.263,71.259,62.944,35.193,46.909,58.090,61.958,60.446,56.239,59.961,68.863,60.607,52.633,62.699,69.886,63.085,61.456,56.912,54.456,52.420,46.831,54.138,51.392,49.098,51.384,62.596,51.261,48.492,47.467,43.905,46.937,43.115,41.189,41.616,45.977,61.106,63.243,53.908,65.580,71.710,52.172,62.032,51.550,61.556,53.968,63.027,58.645,59.378,63.954,63.873,62.841,62.599,64.600,63.081,45.800,45.623,43.129,49.562,44.949,43.148,47.955,42.197,46.413,44.944,48.048,46.198,46.059,46.309,53.116,51.417,53.319,43.371,52.581,47.337,43.941,44.764,45.554,50.156,44.007,49.142,47.106,69.589,64.624,52.310,59.221,61.916,51.304,63.672,62.643,63.621,62.613,59.690,58.238,51.209,60.642,63.595,43.119,25.003,22.784,20.122,53.649,53.791,50.988,53.359,39.444
40.033,48.141,48.977,53.569,59.373,50.500,41.787,42.831,42.796,68.062,27.965,74.277,64.517,68.917,61.830,34.915,46.668,57.198,61.095,60.359,55.583,59.386,69.509,61.236,52.734,63.860,70.782,64.292,62.355,57.324,54.065,52.628,45.770,54.214,52.562,48.354,52.274,62.895,51.788,49.490,47.537,45.294,47.864,42.260,40.646,40.202,45.661,60.162,61.640,51.026,61.665,69.612,51.198,61.343,51.111,60.982,53.375,62.240,58.469,58.546,65.243,64.696,63.738,63.549,65.547,63.476,45.717,44.204,40.871,47.786,46.374,44.994,47.228,43.975,44.676,44.421,46.588,46.423,47.075,50.366,50.964,49.518,54.334,43.509,51.990,46.739,43.286,42.975,44.319,49.565,43.475,48.333,46.166,66.906,63.560,52.108,58.906,61.775,50.715,64.609,62.904,63.181,62.939,59.174,58.345,53.018,59.944,63.959,43.132,24.870,22.120,20.132,53.572,53.917,51.389,53.433,39.851
40.050,48.670,49.442,53.552,59.823,50.271,41.989,41.781,41.580,67.577,30.126,72.734,60.642,66.536,60.503,35.052,47.793,58.663,62.373,61.430,56.305,60.523,69.518,60.751,52.276,63.660,70.682,63.414,62.297,56.895,54.351,52.251,45.826,53.544,51.824,49.329,51.698,62.816,51.087,50.994,47.886,46.425,49.037,41.098,40.387,40.640,44.899,58.734,60.536,50.387,60.227,67.915,52.689,61.678,51.638,60.865,53.450,63.227,59.083,58.471,63.983,63.848,62.831,62.316,64.755,63.870,45.059,44.395,41.911,47.479,44.319,41.199,46.906,45.287,47.074,44.490,47.777,45.690,46.632,51.571,51.959,50.030,54.427,42.880,52.290,47.068,42.903,44.218,44.036,49.244,43.371,47.581,46.235,63.162,64.002,52.346,58.981,61.921,51.598,64.319,61.285,63.802,63.059,60.288,57.811,50.933,59.992,63.664,43.185,24.915,22.451,20.058,53.893,54.172,50.971,53.596,39.806
40.067,45.277,48.567,51.710,58.493,49.389,40.503,41.497,41.509,69.927,31.437,73.145,61.170,67.222,61.543,35.318,48.270,57.747,61.923,60.746,56.122,59.974,69.356,61.053,52.963,63.557,70.935,64.183,62.761,56.840,54.456,52.125,45.227,53.342,50.009,48.897,50.470,62.176,50.331,47.784,46.831,44.420,44.822,40.595,39.649,39.949,44.868,58.266,60.412,51.841,61.775,70.562,52.007,61.466,51.726,61.218,53.720,63.154,59.543,58.745,64.965,64.675,62.663,62.384,65.322,64.154,44.483,44.440,42.256,48.787,45.141,43.682,47.484,43.188,43.416,45.043,46.834,45.564,46.209,45.174,58.994,55.433,51.554,42.153,51.281,46.882,41.510,42.713,42.870,49.604,43.755,47.702,46.692,66.713,63.842,52.523,58.990,61.906,51.466,65.075,62.200,63.911,63.270,60.158,58.020,53.657,60.450,65.007,43.186,25.180,22.446,20.412,54.776,54.364,51.006,53.438,39.772
40.083,47.220,49.204,53.082,58.947,47.993,39.982,41.246,40.133,67.876,32.009,71.148,60.232,66.289,59.986,35.807,50.266,60.987,64.040,63.218,58.096,62.571,69.937,61.993,53.027,64.327,71.434,64.334,63.097,57.197,54.300,52.281,45.930,53.779,53.036,49.324,51.879,62.528,51.489,50.559,48.344,49.822,49.654,39.688,38.668,39.840,44.458,58.346,57.966,49.410,59.847,64.578,53.461,62.656,52.778,62.885,55.103,64.622,60.773,59.883,64.851,65.715,63.718,62.844,66.934,64.777,45.064,44.673,44.426,46.384,46.241,41.829,47.990,42.366,47.798,44.927,47.615,46.394,46.896,49.960,51.251,49.485,54.325,40.892,51.015,45.295,40.279,41.307,42.485,49.009,42.150,46.568,44.496,61.929,64.762,52.462,59.589,61.932,51.232,65.867,61.678,64.809,63.292,61.206,57.399,52.293,59.835,63.964,42.864,24.986,22.716,20.113,54.169,54.715,51.180,53.305,39.817
40.100,49.010,50.277,53.792,59.599,46.422,37.773,39.493,40.368,69.270,32.767,71.391,59.706,64.194,58.865,35.384,47.716,58.829,62.423,61.401,56.417,60.492,69.812,63.234,53.293,65.623,72.568,65.557,63.323,57.064,54.648,52.731,45.630,54.766,51.646,49.094,53.368,63.567,52.398,51.257,48.990,48.800,50.848,38.361,38.449,38.690,43.339,56.674,57.641,47.952,57.946,66.020,52.055,61.642,51.387,60.823,52.745,62.020,57.786,57.643,65.243,65.910,64.485,64.499,66.919,65.137,46.783,47.336,47.552,49.269,46.156,42.009,47.532,44.303,47.011,44.641,48.065,46.945,46.926,52.040,49.400,48.223,55.913,39.791,49.808,43.956,39.044,39.966,40.563,47.949,41.589,45.994,44.398,61.607,62.830,51.615,58.074,60.616,47.518,66.255,61.698,66.054,62.971,61.797,58.338,53.362,62.721,64.538,43.031,25.147,22.621,20.131,52.833,55.383,51.466,53.523,39.724
40.117,45.904,49.689,52.527,59.482,46.340,37.633,39.878,39.878,68.792,30.788,71.587,60.633,64.988,59.708,35.959,50.876,61.778,65.520,64.842,59.396,63.585,70.572,63.103,54.556,66.450,72.530,66.582,64.463,57.313,54.606,52.267,46.651,53.689,50.869,49.599,52.957,63.513,52.933,50.407,49.723,49.583,52.060,38.385,37.315,38.781,43.536,56.831,58.619,50.980,59.257,65.317,53.585,63.597,53.466,63.621,55.854,64.592,60.445,61.015,66.983,66.510,66.010,65.569,68.125,66.486,44.576,45.514,44.312,43.048,44.848,40.946,45.993,43.570,44.609,42.857,47.022,47.519,46.541,52.605,52.092,49.597,55.311,39.766,49.382,44.922,39.425,41.200,40.956,47.517,42.226,44.729,44.959,61.102,65.196,53.136,59.844,62.159,51.448,67.479,64.459,66.736,66.247,62.514,60.353,54.858,63.578,66.994,43.119,24.833,22.628,20.145,52.991,54.284,51.257,53.601,39.560
40.133,47.841,49.795,54.074,59.521,45.465,36.787,37.825,38.783,68.054,34.024,69.064,62.733,63.556,57.913,36.048,51.763,62.309,66.130,64.314,59.134,63.697,70.563,62.948,53.757,66.011,72.767,65.556,64.268,57.616,54.209,52.685,46.068,55.389,52.150,49.350,54.143,63.845,53.848,53.230,49.404,52.766,54.357,37.610,37.201,37.905,42.145,56.312,58.783,53.025,57.327,62.002,54.019,63.796,53.455,63.399,55.957,64.440,60.069,61.004,66.927,66.597,65.151,66.329,67.249,65.813,43.832,44.469,44.911,48.164,45.418,44.847,48.319,43.637,46.607,44.594,47.352,46.255,47.237,56.712,46.764,45.461,57.117,39.340,49.093,43.441,39.639,38.987,39.810,46.316,40.577,43.905,43.561,60.709,64.834,53.217,59.888,61.848,50.966,67.404,66.085,65.680,65.576,60.680,59.146,53.751,62.896,65.093,42.846,25.017,22.803,20.201,54.423,54.108,51.412,53.700,39.924
40.150,50.718,50.919,54.553,59.957,45.440,36.015,37.448,37.988,66.245,36.823,67.642,59.846,60.586,55.429,35.968,51.049,62.092,65.808,64.454,58.818,63.774,70.153,63.068,53.986,65.256,71.915,65.980,63.402,57.267,54.551,52.486,46.120,53.775,51.984,49.246,54.447,63.872,54.153,52.082,50.548,54.271,54.285,36.336,36.243,36.976,41.411,52.969,54.654,50.581,56.243,59.125,53.707,63.634,53.904,63.731,56.296,64.761,60.928,60.908,66.497,66.125,65.752,64.824,67.464,65.182,44.476,45.006,46.705,45.131,47.172,42.777,47.939,44.718,48.460,44.300,46.830,46.504,46.130,54.152,47.446,45.112,57.344,38.047,48.910,42.298,37.575,38.872,38.018,46.138,39.375,43.713,42.358,56.405,64.603,53.286,60.075,61.875,50.748,67.565,64.784,64.984,65.095,63.113,60.725,55.376,62.471,65.373,42.923,25.022,22.472,20.125,54.434,54.828,51.366,53.571,39.946
40.167,48.893,50.413,53.123,59.484,44.425,35.031,36.768,36.995,67.854,34.609,67.076,59.853,62.121,55.715,35.978,52.536,63.963,67.313,65.803,60.200,65.569,70.334,63.483,54.466,66.179,73.066,66.289,64.729,57.018,54.142,52.447,45.226,54.999,51.456,49.831,53.253,63.346,53.953,50.213,49.613,50.403,51.967,34.872,34.978,35.538,40.463,53.544,55.663,51.344,56.128,59.122,54.947,64.718,55.208,65.447,57.941,66.029,62.671,63.244,67.501,66.726,66.485,66.431,67.967,67.110,44.601,42.609,45.048,47.567,45.728,42.913,46.922,43.402,45.196,45.563,46.618,46.527,46.235,53.164,51.060,50.132,55.467,35.862,47.390,41.436,36.626,37.557,37.405,45.113,39.223,41.908,41.598,58.749,66.358,54.020,60.706,62.229,52.125,68.329,65.329,68.299,66.034,63.495,62.003,56.917,63.793,66.633,42.729,24.513,22.290,20.101,53.187,54.872,51.115,53.331,39.725
40.183,49.988,50.576,53.738,59.525,44.044,35.067,35.459,36.013,69.905,25.572,75.448,72.621,72.356,63.666,36.915,54.493,65.431,69.100,67.855,62.742,68.503,69.936,63.056,53.408,64.775,72.278,66.701,64.815,57.524,54.518,53.024,46.758,55.736,51.995,49.785,51.774,63.375,52.807,48.861,48.544,48.935,49.987,34.338,34.477,34.834,40.332,64.376,67.008,64.847,67.158,74.988,57.020,66.390,56.353,67.026,59.642,68.279,64.073,64.734,66.392,66.499,65.902,66.396,67.920,67.008,46.419,45.211,47.545,48.052,47.572,42.988,46.637,44.812,46.197,44.106,47.982,47.131,46.569,50.050,50.938,49.636,55.152,35.270,47.119,40.335,35.500,35.973,35.895,44.114,36.799,41.137,40.403,72.983,67.192,54.398,60.821,62.633,50.771,69.303,64.804,68.245,66.195,62.520,61.419,57.278,64.528,66.738,43.043,24.914,22.593,19.898,55.436,54.023,51.482,53.455,39.877
40.200,48.374,49.774,54.039,59.582,43.980,33.991,35.447,35.315,62.366,34.403,67.684,62.868,64.826,54.745,36.848,55.451,67.766,70.673,69.749,64.656,70.258,68.802,61.964,51.233,62.761,71.913,64.087,62.271,57.868,55.135,53.285,47.746,54.502,53.087,50.510,52.403,63.474,53.785,50.873,49.105,52.344,51.874,33.047,32.438,33.811,38.360,53.978,57.997,55.569,57.424,63.616,57.975,66.676,57.589,68.489,61.225,69.695,65.833,66.602,64.950,64.346,64.496,64.087,66.327,65.596,47.291,46.313,48.218,49.263,48.200,46.263,48.102,45.054,48.123,46.284,49.450,49.403,47.573,55.173,45.639,45.045,56.250,34.135,46.001,39.200,34.398,36.091,34.258,43.846,35.903,41.101,40.033,61.770,68.549,54.915,61.015,63.239,51.300,67.140,64.411,67.374,65.616,62.587,60.409,54.344,63.008,66.394,43.759,25.308,22.610,20.350,56.347,57.152,51.871,54.359,40.327
40.217,50.768,50.953,54.868,60.503,43.051,33.639,33.629,34.819,64.150,33.998,66.578,63.365,60.611,52.997,37.109,55.281,67.399,70.880,69.637,63.524,69.155,67.913,60.740,50.693,60.970,69.113,62.827,61.214,57.458,54.631,52.669,47.228,54.395,51.935,49.436,54.209,63.442,53.925,52.214,50.511,53.042,54.253,32.483,31.969,33.555,38.549,52.342,56.212,57.403,53.190,59.708,57.237,66.684,57.884,68.600,61.333,69.786,65.449,66.828,63.987,63.374,63.249,63.050,65.682,64.614,46.745,45.618,42.671,48.363,45.797,42.285,48.334,43.737,45.936,46.646,45.616,46.969,46.474,58.485,40.110,42.710,58.147,33.696,44.654,38.833,33.994,34.628,34.635,42.981,35.500,39.746,39.195,56.058,68.223,55.200,61.416,63.000,51.640,66.402,64.975,66.633,64.758,63.722,61.845,54.470,62.668,66.671,43.285,25.031,22.211,20.192,53.534,53.929,51.614,53.922,40.122
40.233,50.372,52.305,54.417,59.887,44.068,34.518,34.540,35.623,63.177,38.137,66.980,64.098,58.090,47.835,36.771,54.982,69.497,71.633,69.836,65.037,71.330,68.379,60.959,50.413,61.150,69.842,62.741,60.962,57.556,54.712,53.452,45.435,55.688,52.385,49.742,54.225,63.296,53.402,52.013,49.177,53.335,54.590,32.783,33.296,33.214,39.227,48.582,54.893,58.273,53.184,57.817,58.730,67.283,58.164,69.749,62.486,70.227,66.280,67.073,63.910,64.075,63.589,62.802,65.115,62.614,46.935,46.750,46.041,49.164,44.767,43.701,47.379,45.866,46.630,44.156,49.003,46.379,46.459,58.401,43.350,42.772,57.827,34.029,45.922,40.840,34.921,35.455,34.747,43.950,35.490,40.728,40.297,55.218,68.351,55.103,61.334,62.546,51.276,65.653,65.381,65.510,65.110,61.798,59.566,54.900,63.168,66.019,43.174,25.091,22.265,20.019,54.805,54.410,51.272,53.356,39.902
40.250,46.006,49.230,52.480,58.709,43.637,34.114,34.311,35.047,64.030,39.581,62.999,61.794,54.520,46.007,38.465,60.167,74.724,76.270,73.914,70.828,76.846,68.424,61.400,51.099,60.897,70.251,62.630,60.759,56.764,54.598,52.706,46.100,54.054,52.494,48.977,52.957,62.747,52.818,50.994,47.732,48.525,51.690,32.059,31.951,33.580,38.062,44.444,51.706,58.540,48.685,54.721,62.837,72.046,60.853,73.438,65.728,74.871,69.336,71.572,63.299,63.316,62.001,62.962,64.699,63.589,45.039,46.504,46.275,47.168,42.991,43.010,46.335,45.718,44.951,44.617,47.671,45.314,46.394,54.982,46.979,46.502,55.187,33.725,45.446,40.029,33.648,34.908,34.736,43.609,35.679,39.526,39.319,53.369,72.740,56.934,63.307,64.637,53.427,64.840,63.257,66.784,64.008,62.569,60.833,53.977,62.925,66.020,42.765,24.833,22.155,20.077,54.944,53.702,51.013,53.945,39.991
40.267,45.886,49.020,53.826,59.127,43.780,33.383,33.745,34.258,66.109,38.429,64.195,66.231,55.698,45.028,38.508,61.325,76.895,77.161,75.326,70.868,77.602,69.077,62.189,51.174,61.684,70.762,63.189,61.923,57.105,54.363,52.882,45.876,52.823,51.913,48.975,53.392,62.804,51.724,49.230,48.253,51.989,53.359,31.114,32.076,32.342,38.677,45.403,55.137,65.620,50.533,55.021,62.084,70.644,62.046,74.071,66.322,73.884,70.073,71.380,64.864,64.147,63.415,63.319,65.138,64.151,43.932,45.895,44.496,48.460,44.448,43.162,47.346,42.630,45.679,43.999,45.874,46.939,46.099,54.781,45.475,45.648,55.727,32.617,44.246,38.729,32.679,34.506,33.656,42.099,34.170,39.460,38.668,53.813,71.187,56.831,63.232,64.242,52.727,67.336,65.192,66.142,64.784,62.185,60.150,54.978,62.429,66.669,42.777,25.037,22.267,19.890,54.246,53.904,51.274,53.351,39.999
40.283,47.101,50.458,53.826,59.233,43.698,33.717,33.216,33.956,63.300,45.247,59.368,62.273,50.493,36.745,38.668,61.261,78.541,77.857,75.429,71.350,77.934,68.494,61.603,50.846,61.136,69.764,63.194,60.567,57.362,54.685,52.695,45.968,54.791,51.813,49.185,54.686,63.725,54.600,50.409,49.985,56.131,54.763,31.496,31.451,32.697,37.950,38.084,49.253,62.741,42.236,47.221,62.523,71.197,61.923,73.931,66.440,74.078,69.944,71.886,63.666,63.382,63.092,62.137,64.972,63.343,44.415,43.592,46.178,46.410,46.726,42.712,48.754,43.604,45.328,43.883,47.826,45.453,46.454,58.696,45.188,44.884,57.021,32.701,43.857,38.565,32.335,33.427,33.019,42.414,34.041,39.231,38.580,47.083,71.801,57.004,63.365,64.227,53.865,66.518,63.304,66.941,64.997,61.591,59.846,54.731,61.966,66.239,42.992,24.666,22.226,19.838,52.697,55.469,51.239,53.576,39.859
40.300,52.643,51.297,55.638,60.509,43.768,33.857,34.323,33.564,64.948,44.978,58.228,62.149,49.425,36.749,39.440,65.272,82.342,81.948,79.135,75.044,82.466,68.587,61.181,49.934,60.501,70.290,62.995,60.778,57.203,54.487,52.478,46.450,54.436,51.141,48.401,55.801,63.386,54.645,52.380,51.446,58.382,56.510,31.083,31.733,32.381,37.746,36.928,47.852,63.589,41.149,43.044,65.839,73.183,64.365,77.277,69.617,77.486,73.157,74.730,63.566,63.290,63.256,63.521,64.141,63.539,45.738,43.963,43.023,47.784,45.921,42.119,46.942,45.757,45.149,45.128,48.387,45.791,45.870,59.266,42.104,40.568,58.968,32.162,44.521,38.129,31.679,33.213,32.581,42.369,34.341,38.529,38.856,42.967,74.124,58.450,64.473,65.452,56.491,65.429,62.021,65.453,63.878,59.724,59.529,54.425,62.867,64.959,42.900,24.975,22.074,19.999,54.601,55.673,50.987,53.864,39.990
