Time (mins),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH)
-7.900,40.327,47.806,50.206,58.065,41.578,37.334,47.435,50.387,81.661,43.152,60.814,51.130,62.965,57.202,65.298,75.899,53.137,46.410,50.284,49.449,53.098,46.601,49.853,50.334,49.612,48.990,51.401,51.353,31.735,26.272,15.905,,,7.019,,49.909,61.329,48.347,46.100,45.607,39.875,44.432,49.872,50.064,49.044,49.678,56.529,55.382,50.901,61.225,70.999,37.757,43.793,9.916,45.557,34.692,52.133,34.615,,53.403,51.742,52.417,57.129,53.628,56.447,,,,,,,,,,9.125,,,30.450,45.204,58.428,57.566,50.421,52.173,58.357,49.065,51.463,48.316,51.295,46.778,49.336,55.374,50.449,69.115,22.796,12.902,16.774,27.020,32.878,58.918,60.017,60.547,57.842,62.602,57.820,57.854,57.920,58.876,31.366,30.227,28.739,28.973,2.073,,26.011,28.459,17.722
-7.883,34.022,45.648,48.048,56.119,40.040,36.248,48.295,52.611,81.997,41.203,61.988,52.997,63.416,58.821,64.298,67.841,47.628,42.326,45.552,47.679,50.385,46.301,49.993,51.519,50.394,48.704,51.295,51.696,31.443,26.056,15.703,,0.000,5.322,,43.436,59.752,46.166,43.545,44.865,31.580,39.502,52.156,51.314,51.116,51.213,58.010,59.517,54.952,63.642,71.854,35.936,41.683,7.600,42.725,31.375,50.940,31.726,,53.697,51.750,52.767,57.997,55.235,58.544,,,,,,,,,,9.118,,,30.283,39.311,65.156,61.776,45.958,54.314,60.623,51.641,53.143,50.950,54.101,47.851,52.132,57.790,53.958,71.343,21.735,11.535,15.519,26.256,30.198,58.626,60.770,60.813,58.377,62.775,56.741,57.550,59.082,59.960,31.727,30.446,28.736,28.930,2.910,,26.154,28.057,17.587
-7.867,35.878,46.018,48.116,56.546,40.377,36.887,48.135,51.624,80.078,45.141,59.592,52.179,60.597,56.436,66.176,83.465,58.187,49.777,55.055,52.882,56.544,45.194,49.372,50.097,48.087,47.047,50.443,49.998,31.424,25.555,15.305,,,4.566,,43.489,59.521,45.668,43.020,42.027,29.220,36.880,51.403,51.919,50.728,50.180,56.219,56.711,53.710,59.663,67.851,39.833,44.925,11.997,48.612,37.530,53.800,36.852,,51.886,50.282,51.504,57.178,53.565,56.910,,,,,,,,,,8.815,,,30.501,38.550,66.535,66.019,45.557,54.347,60.540,50.838,53.430,50.914,53.551,48.117,51.302,57.672,52.800,67.771,23.941,14.187,18.100,28.080,35.153,59.212,59.410,60.479,58.795,61.358,59.030,58.166,57.938,59.456,31.081,30.320,28.554,29.013,2.679,,25.699,27.952,17.682
-7.850,40.060,47.542,49.301,57.203,49.405,44.310,50.460,53.253,84.419,40.039,61.812,54.164,61.515,57.493,66.551,89.197,61.218,53.305,60.593,55.486,60.240,44.646,48.121,49.890,47.153,46.237,49.541,49.662,31.577,25.722,15.613,,,3.936,,44.470,60.642,46.620,44.464,42.073,32.543,39.034,53.006,52.195,51.711,53.261,58.284,59.269,56.755,62.708,67.675,42.186,46.564,13.734,50.999,40.489,56.842,39.394,,50.686,49.834,50.748,56.346,53.477,56.803,,,,,,,,,,7.956,,,29.272,40.820,64.427,63.421,47.019,55.543,61.211,54.333,54.937,53.694,55.645,52.416,54.463,59.315,55.575,69.452,26.198,14.361,19.622,29.085,37.158,58.993,60.386,61.203,58.253,63.554,58.157,58.944,59.182,60.107,31.394,29.974,28.411,29.031,0.000,,25.573,28.395,17.782
-7.833,43.604,48.484,50.800,57.985,48.498,43.052,48.359,50.285,82.886,45.202,59.572,52.895,59.102,53.731,65.121,75.622,51.273,46.223,50.316,49.575,53.525,44.403,48.637,51.174,47.717,47.023,50.122,50.278,31.124,25.541,14.882,,,3.855,,47.537,61.540,48.936,45.180,46.261,37.331,42.638,49.026,48.518,48.645,48.503,54.323,55.595,55.654,59.151,61.728,37.606,42.857,8.666,44.795,33.416,52.358,33.303,,51.665,50.799,52.334,58.129,54.527,58.470,,,,,,,,,,8.333,,,29.118,43.358,60.298,58.701,49.802,51.201,57.877,49.501,50.491,49.172,50.920,46.906,48.641,55.104,50.902,63.320,22.778,12.119,15.808,26.082,30.184,59.799,61.488,61.902,58.987,63.577,59.505,58.911,59.137,60.707,30.982,30.120,28.329,28.958,0.138,,26.129,28.085,17.619
-7.817,45.939,49.914,51.648,59.068,51.035,45.796,51.292,53.366,81.908,46.714,57.368,49.214,57.144,53.835,65.376,76.865,49.447,44.182,48.855,46.957,50.412,45.579,49.416,51.040,48.920,47.822,51.398,51.208,31.451,25.224,15.208,,,4.543,,49.014,62.339,50.833,48.682,46.663,39.454,45.305,52.417,51.595,51.598,54.206,52.868,53.624,52.003,57.966,63.856,35.439,42.135,7.963,43.345,32.350,49.619,31.260,,53.185,51.574,52.379,58.002,54.430,60.213,,,,,,,,,,8.221,,,28.968,46.791,56.491,54.635,51.584,55.932,61.430,54.240,55.480,53.220,55.629,53.417,54.360,59.302,56.318,62.713,20.876,12.309,15.989,25.403,31.972,61.109,62.936,61.889,59.275,63.907,59.266,58.141,59.872,59.484,30.762,29.883,28.297,28.905,,,25.745,28.182,17.446
-7.800,42.580,49.395,50.971,58.779,50.815,46.040,51.411,52.287,80.331,49.131,56.980,47.805,57.874,53.573,65.880,79.201,55.690,49.402,54.509,53.022,57.079,46.421,51.220,52.191,50.464,49.620,53.190,53.173,31.645,25.412,15.327,,,4.941,,50.896,63.206,51.586,48.756,48.594,43.162,45.585,52.434,52.133,51.162,53.263,54.363,54.455,50.756,59.434,66.604,41.600,45.012,11.994,48.666,38.623,56.035,37.270,,54.641,52.638,53.515,60.530,56.256,60.399,,,,,,,,,,8.735,,,28.629,47.088,55.074,54.227,52.142,54.415,59.878,53.630,54.150,52.195,54.181,52.168,52.082,58.220,55.560,65.261,27.066,14.809,19.194,29.578,39.606,62.222,64.168,63.048,59.042,63.572,59.500,60.175,59.653,60.834,30.541,29.987,28.404,28.681,0.057,,25.898,28.012,17.686
-7.783,53.845,52.271,54.004,60.262,51.057,46.330,51.494,52.544,79.826,50.260,54.834,45.286,54.915,52.583,66.772,89.405,62.897,54.544,61.625,56.651,61.294,46.201,50.497,51.681,51.262,49.629,52.761,52.752,30.921,24.993,14.336,,,3.370,,53.130,62.846,52.677,50.894,49.337,47.498,50.925,51.653,50.514,50.854,52.653,52.776,50.023,48.042,56.872,65.800,41.774,46.068,14.308,52.154,41.652,57.474,40.570,,54.199,52.442,54.233,61.128,56.391,59.918,,,,,,,,,,7.375,,,28.753,52.875,49.250,48.352,56.230,52.400,58.945,52.404,53.168,51.292,52.523,52.177,50.278,55.896,53.377,65.658,27.161,15.074,20.239,29.144,42.563,61.192,62.384,62.896,59.661,64.300,59.345,58.746,59.982,60.369,30.324,29.808,28.127,28.614,,,25.890,27.875,17.583
-7.767,55.588,51.301,53.933,59.617,48.015,40.934,46.469,49.025,82.190,45.657,59.701,50.550,60.425,57.568,66.587,85.107,62.820,54.884,60.464,57.985,62.187,44.070,48.390,50.427,47.342,45.439,49.854,49.292,30.508,25.488,14.891,,,4.249,,50.056,62.602,50.138,46.980,46.675,40.802,46.862,48.329,47.749,47.058,48.025,59.221,58.028,54.236,63.449,69.353,43.809,45.908,13.932,52.183,41.993,59.121,40.835,,50.933,49.333,49.838,55.956,51.813,57.023,,,,,,,,,,7.124,,,28.638,47.869,54.043,53.894,53.833,49.926,56.628,47.390,50.169,47.305,49.843,45.760,47.196,54.487,49.114,69.404,28.286,14.810,18.785,28.984,38.584,57.336,57.761,59.415,57.340,59.945,55.955,57.713,57.135,59.263,30.422,29.561,28.067,28.584,,,25.607,27.873,17.431
-7.750,55.944,50.830,53.060,58.972,43.775,39.188,51.649,54.612,82.673,45.628,57.453,52.048,58.520,54.955,66.236,74.397,56.380,50.327,52.856,55.951,58.192,43.503,47.162,49.706,45.305,44.539,48.839,49.369,31.009,25.116,14.083,,,3.304,,49.190,62.094,50.015,45.083,44.020,36.869,43.859,55.032,55.336,54.414,54.157,55.731,55.387,56.076,59.384,65.437,42.516,44.853,11.780,49.011,38.485,58.406,38.076,,50.090,49.483,49.794,54.908,52.097,56.726,,,,,,,,,,6.955,,,29.374,42.827,58.063,57.353,51.932,58.175,62.696,55.758,58.360,55.130,58.130,52.302,55.537,60.675,57.453,64.976,27.536,14.430,17.728,28.802,35.849,57.584,59.767,60.053,58.009,62.578,58.492,59.266,58.262,59.456,29.935,29.421,28.110,28.713,,,25.434,27.907,17.379
-7.733,52.884,50.563,52.738,58.326,46.762,41.520,45.573,48.070,84.990,44.295,60.291,53.446,59.182,54.575,66.585,77.763,60.597,53.718,56.887,58.583,61.632,44.047,49.032,51.688,47.779,46.792,50.406,50.458,30.493,24.679,13.698,,,2.168,,48.595,61.775,48.740,47.466,45.078,37.155,44.715,47.286,46.818,47.370,46.612,55.257,55.879,56.211,60.034,65.278,44.815,45.985,13.631,51.796,42.001,61.039,41.445,,51.905,50.683,51.704,58.522,53.837,58.171,,,,,,,,,,6.137,,,28.696,44.645,58.406,56.288,51.724,50.860,57.252,47.687,49.390,47.576,49.843,44.208,48.597,54.685,48.859,65.031,30.761,15.816,19.367,31.017,40.086,59.284,60.592,62.192,59.571,64.662,58.687,57.850,58.875,60.085,29.995,29.406,28.165,28.379,,,25.200,27.834,17.063
-7.717,50.512,50.294,52.984,58.454,46.240,39.882,46.069,46.843,85.616,46.878,58.259,51.783,58.518,55.423,67.136,82.776,63.995,55.852,59.990,59.654,63.668,43.364,48.711,52.071,47.493,45.267,49.735,49.805,30.028,24.524,13.735,,,3.100,,49.648,62.906,49.994,48.418,46.791,40.386,44.429,47.782,47.420,47.095,47.736,56.560,56.695,55.039,59.124,66.229,45.034,46.511,14.628,52.923,42.655,61.102,42.311,,51.152,49.499,50.295,57.042,52.796,56.330,,,,,,,,,,5.981,,,28.467,46.959,56.861,55.525,52.146,50.305,57.444,48.516,51.255,48.205,50.830,45.878,48.260,55.938,49.814,65.176,29.521,15.722,18.573,30.060,37.501,58.945,59.778,62.466,57.630,63.328,56.651,57.535,58.851,59.528,29.931,29.420,28.058,28.715,,,25.215,27.950,17.392
-7.700,52.932,51.638,52.878,59.121,47.689,42.179,47.552,48.882,82.477,49.165,55.739,46.539,55.760,52.562,67.487,82.176,63.154,54.351,58.841,58.044,62.136,43.077,48.777,51.184,46.612,44.830,49.008,48.765,30.682,24.597,13.677,,,3.822,,51.456,63.641,51.521,49.307,49.619,44.649,48.227,48.434,48.741,48.766,48.572,52.199,52.480,49.615,56.689,63.655,43.069,45.624,14.051,51.613,41.076,58.960,41.183,,50.473,48.353,48.864,55.022,51.372,56.234,,,,,,,,,,6.479,,,28.385,48.630,52.920,51.524,54.315,52.022,58.849,49.060,51.044,50.395,52.469,46.357,49.777,57.719,52.337,63.791,28.232,14.962,17.495,28.861,35.527,56.683,58.964,59.555,56.065,59.849,57.072,56.918,58.597,59.433,30.010,29.556,27.948,28.408,,,25.521,27.997,17.601
-7.683,50.132,51.466,52.783,58.989,53.910,47.486,48.446,49.042,83.556,48.983,57.059,47.126,57.052,54.161,66.990,80.673,62.156,53.476,56.879,57.028,60.955,45.758,51.401,53.113,50.959,49.812,54.260,53.284,30.481,25.108,14.143,,,3.130,,51.222,63.162,51.352,48.895,48.066,43.512,49.085,49.209,48.932,48.359,50.610,54.194,52.020,48.869,57.894,65.758,41.953,44.651,13.154,50.338,40.119,57.423,39.871,,55.375,53.287,54.113,60.724,57.091,61.914,,,,,,,,,,8.012,,,28.316,48.586,53.200,52.865,53.872,53.111,59.110,51.943,52.118,52.451,53.829,48.817,50.975,58.582,55.015,65.944,26.285,14.607,16.951,27.355,34.112,63.115,64.360,65.031,60.668,65.498,60.400,59.418,60.026,61.736,29.926,29.413,28.193,28.383,,,25.549,27.707,17.366
-7.667,48.883,50.516,52.366,59.289,52.636,45.463,45.890,45.361,84.783,46.606,60.400,48.534,60.016,54.673,68.228,85.593,68.440,57.445,61.377,60.223,65.168,47.036,52.517,54.342,52.408,51.674,55.123,54.610,30.634,24.525,13.415,,,2.468,,51.634,63.485,51.994,49.095,48.146,43.895,48.579,45.378,45.006,45.561,46.296,55.339,54.909,51.662,60.711,66.755,43.946,46.695,15.523,53.414,43.403,59.611,43.639,,56.756,54.263,55.954,62.209,58.468,62.634,,,,,,,,,,5.600,,,28.246,50.293,50.998,49.649,54.037,49.505,55.994,46.958,47.566,47.458,48.539,44.154,48.435,55.062,50.784,67.651,27.565,15.092,17.765,28.583,34.571,63.668,64.513,65.662,61.340,65.583,61.301,59.655,60.512,61.614,29.419,29.058,27.873,28.360,,,25.236,27.584,17.211
-7.650,40.830,47.752,50.750,57.565,53.576,46.584,46.788,46.949,83.181,45.681,59.675,48.809,60.146,55.251,67.088,79.245,59.358,50.889,54.512,54.324,57.992,46.412,53.437,55.897,52.722,51.256,55.438,54.023,30.084,24.095,12.807,,,1.916,,47.159,61.671,47.912,47.074,44.718,37.067,41.150,46.499,45.480,45.568,47.534,55.695,52.563,51.743,61.217,66.040,39.580,44.167,11.325,48.070,37.466,55.185,37.283,,55.738,53.154,54.671,61.612,57.841,62.851,,,,,,,,,,5.512,,,28.225,43.581,57.949,57.904,49.449,49.110,56.184,48.595,49.783,48.835,50.249,46.705,48.198,56.363,51.744,66.573,23.859,12.575,14.014,25.950,29.001,62.276,62.936,65.719,60.413,65.731,59.034,57.867,58.961,60.707,29.426,29.128,28.256,28.367,,,25.237,27.679,17.164
-7.633,18.476,41.658,45.134,54.553,54.182,47.526,47.622,47.064,80.384,48.310,57.897,47.530,56.103,52.811,67.405,85.062,64.377,54.825,59.455,57.665,61.936,46.245,53.031,55.442,53.207,51.532,55.471,54.429,29.934,24.213,13.239,,,2.240,,41.362,60.909,46.219,44.154,43.131,22.170,29.333,47.077,46.838,46.319,47.876,53.131,52.380,50.523,56.560,61.984,41.831,46.934,13.121,51.013,40.157,56.431,38.725,,56.592,54.348,55.808,62.038,57.739,61.988,,,,,,,,,,4.606,,,27.577,31.941,70.898,70.457,40.539,49.995,57.395,49.117,50.513,49.445,50.745,46.651,50.173,55.722,51.435,62.390,25.080,12.780,14.709,26.750,30.194,61.867,63.301,65.004,59.987,62.013,59.497,59.203,58.286,60.702,29.108,28.831,27.442,28.447,,,24.952,27.793,17.105
-7.617,19.727,40.134,43.739,53.511,53.311,47.647,49.185,49.627,82.402,46.879,59.252,48.414,56.963,54.234,66.786,83.699,64.288,55.557,60.117,59.863,62.698,47.215,51.816,52.945,52.207,51.456,53.734,53.415,29.671,24.021,12.131,,,1.750,,37.019,59.128,42.826,42.171,39.664,16.771,24.974,50.038,50.298,49.897,51.549,54.476,52.838,50.041,57.057,63.167,43.771,47.891,13.987,52.961,42.349,59.409,39.289,,55.377,53.550,54.879,61.755,57.132,61.851,,,,,,,,,,4.354,,,27.912,29.433,74.425,72.319,37.672,54.701,59.926,52.468,53.915,53.240,54.575,50.200,52.954,60.303,55.456,64.130,27.712,13.288,15.525,28.266,32.225,62.072,64.262,64.011,60.034,64.666,58.250,59.492,59.535,60.924,29.314,29.183,27.879,28.333,,,25.058,27.279,17.200
-7.600,36.433,46.676,47.307,55.707,50.773,42.968,43.394,43.762,81.815,48.347,59.389,48.064,57.269,54.791,66.188,79.447,60.767,51.905,56.211,55.629,59.112,46.175,51.346,52.779,50.383,49.474,52.755,51.884,29.554,23.633,12.451,,,2.529,,42.653,58.085,43.767,41.265,38.285,25.526,36.552,44.436,43.737,42.828,44.436,54.740,53.125,50.485,59.891,65.631,40.933,45.547,11.278,49.302,38.631,55.526,35.359,,53.703,51.799,52.631,58.733,55.532,58.901,,,,,,,,,,4.787,,,27.434,37.388,66.780,64.714,45.006,47.452,54.469,45.068,47.440,45.822,47.583,41.288,46.691,53.703,46.918,67.068,24.179,11.282,13.235,25.720,26.535,59.700,60.454,61.809,58.611,61.650,58.803,54.283,58.419,59.100,28.928,28.791,27.777,28.093,,,24.991,27.303,17.098
-7.583,28.954,45.633,46.657,55.347,52.721,47.136,49.664,51.369,81.953,44.160,60.569,49.158,58.493,55.500,65.285,77.787,54.786,46.842,51.188,49.734,54.071,46.007,52.186,54.122,51.524,50.648,54.613,52.997,29.445,23.663,12.082,,,1.192,,43.162,59.730,46.778,43.213,41.756,28.242,37.848,50.326,50.242,49.771,51.292,56.056,54.128,52.011,60.851,67.159,36.224,42.308,7.635,44.488,32.822,48.990,28.743,,55.815,53.059,53.868,60.546,56.911,60.658,,,,,,,,,,4.357,,,27.531,39.996,65.166,62.446,45.166,55.411,60.305,52.598,54.722,52.809,55.505,50.207,54.220,60.634,55.903,66.972,18.879,9.311,10.460,22.594,19.518,60.891,62.171,62.541,58.480,63.751,58.665,57.789,58.767,59.339,28.882,28.843,27.765,28.207,,,24.982,27.312,17.162
-7.567,42.438,49.251,50.451,57.008,46.255,40.778,48.842,51.995,82.357,41.630,63.580,53.317,62.321,59.821,65.775,75.863,56.436,48.246,51.082,51.966,54.646,45.505,52.413,54.573,51.083,50.244,54.001,52.763,29.791,23.854,12.034,,,1.695,,47.254,62.378,49.474,47.620,45.531,37.501,44.996,52.873,53.077,52.456,52.408,61.199,60.415,58.173,65.214,71.933,38.437,43.840,8.803,46.127,34.866,49.792,29.690,,54.471,51.672,53.085,58.799,55.138,59.837,,,,,,,,,,4.021,,,27.758,45.348,58.168,55.915,50.433,56.595,62.462,54.029,55.958,54.352,58.457,50.480,54.651,63.518,57.558,70.720,21.418,10.870,12.961,25.018,23.560,61.086,60.965,63.076,58.481,63.449,56.954,58.396,57.835,60.373,28.929,28.958,27.519,28.107,,,24.950,27.699,17.082
-7.550,45.481,48.277,50.546,57.207,45.745,39.309,47.667,50.784,78.912,47.799,59.256,51.587,60.029,56.905,65.682,77.148,58.739,51.092,53.667,54.923,57.947,47.012,53.700,56.547,54.007,52.356,56.361,54.922,29.093,23.960,12.473,,,1.382,,45.674,60.492,46.459,44.271,42.747,32.017,40.749,51.078,49.995,50.550,50.722,57.539,57.030,57.978,60.912,66.193,41.739,45.470,10.460,48.952,38.557,53.111,30.337,,56.960,54.171,56.327,61.983,58.357,63.808,,,,,,,,,,3.911,,,27.690,40.545,61.441,59.737,48.737,53.640,59.716,51.029,53.936,51.446,54.751,48.460,53.226,59.635,53.246,67.907,25.025,12.599,15.162,27.668,28.829,62.806,64.736,65.008,60.870,64.228,59.044,58.991,59.128,61.092,28.976,28.737,27.579,28.315,,,24.881,27.272,17.006
